file_name,folder_name,accent
barishal_audio_42_augmented.wav,barishal augmented,barishal
barishal_audio_43_augmented.wav,barishal augmented,barishal
barishal_audio_44_augmented.wav,barishal augmented,barishal
barishal_audio_45_augmented.wav,barishal augmented,barishal
barishal_audio_46_augmented.wav,barishal augmented,barishal
barishal_audio_47_augmented.wav,barishal augmented,barishal
barishal_audio_48_augmented.wav,barishal augmented,barishal
barishal_audio_49_augmented.wav,barishal augmented,barishal
barishal_audio_50_augmented.wav,barishal augmented,barishal
barishal_audio_51_augmented.wav,barishal augmented,barishal
barishal_audio_52_augmented.wav,barishal augmented,barishal
barishal_audio_53_augmented.wav,barishal augmented,barishal
barishal_audio_54_augmented.wav,barishal augmented,barishal
barishal_audio_55_augmented.wav,barishal augmented,barishal
barishal_audio_56_augmented.wav,barishal augmented,barishal
barishal_audio_57_augmented.wav,barishal augmented,barishal
barishal_audio_58_augmented.wav,barishal augmented,barishal
barishal_audio_59_augmented.wav,barishal augmented,barishal
barishal_audio_60_augmented.wav,barishal augmented,barishal
barishal_audio_61_augmented.wav,barishal augmented,barishal
barishal_audio_62_augmented.wav,barishal augmented,barishal
barishal_audio_63_augmented.wav,barishal augmented,barishal
barishal_audio_64_augmented.wav,barishal augmented,barishal
barishal_audio_65_augmented.wav,barishal augmented,barishal
barishal_audio_66_augmented.wav,barishal augmented,barishal
barishal_audio_67_augmented.wav,barishal augmented,barishal
barishal_audio_68_augmented.wav,barishal augmented,barishal
barishal_audio_69_augmented.wav,barishal augmented,barishal
barishal_audio_70_augmented.wav,barishal augmented,barishal
barishal_audio_71_augmented.wav,barishal augmented,barishal
barishal_audio_72_augmented.wav,barishal augmented,barishal
barishal_audio_73_augmented.wav,barishal augmented,barishal
barishal_audio_74_augmented.wav,barishal augmented,barishal
barishal_audio_75_augmented.wav,barishal augmented,barishal
barishal_audio_76_augmented.wav,barishal augmented,barishal
barishal_audio_77_augmented.wav,barishal augmented,barishal
barishal_audio_78_augmented.wav,barishal augmented,barishal
barishal_audio_79_augmented.wav,barishal augmented,barishal
barishal_audio_80_augmented.wav,barishal augmented,barishal
barishal_audio_81_augmented.wav,barishal augmented,barishal
barishal_audio_82_augmented.wav,barishal augmented,barishal
barishal_audio_83_augmented.wav,barishal augmented,barishal
barishal_audio_84_augmented.wav,barishal augmented,barishal
barishal_audio_85_augmented.wav,barishal augmented,barishal
barishal_audio_86_augmented.wav,barishal augmented,barishal
barishal_audio_87_augmented.wav,barishal augmented,barishal
barishal_audio_88_augmented.wav,barishal augmented,barishal
barishal_audio_89_augmented.wav,barishal augmented,barishal
barishal_audio_90_augmented.wav,barishal augmented,barishal
barishal_audio_91_augmented.wav,barishal augmented,barishal
barishal_audio_92_augmented.wav,barishal augmented,barishal
barishal_audio_93_augmented.wav,barishal augmented,barishal
barishal_audio_94_augmented.wav,barishal augmented,barishal
barishal_audio_95_augmented.wav,barishal augmented,barishal
barishal_audio_96_augmented.wav,barishal augmented,barishal
barishal_audio_97_augmented.wav,barishal augmented,barishal
barishal_audio_98_augmented.wav,barishal augmented,barishal
barishal_audio_99_augmented.wav,barishal augmented,barishal
bogura_audio_01_augmented.wav,bogura augmented,bogura
bogura_audio_02_augmented.wav,bogura augmented,bogura
bogura_audio_03_augmented.wav,bogura augmented,bogura
bogura_audio_04_augmented.wav,bogura augmented,bogura
bogura_audio_05_augmented.wav,bogura augmented,bogura
bogura_audio_06_augmented.wav,bogura augmented,bogura
bogura_audio_07_augmented.wav,bogura augmented,bogura
bogura_audio_08_augmented.wav,bogura augmented,bogura
bogura_audio_09_augmented.wav,bogura augmented,bogura
bogura_audio_100_augmented.wav,bogura augmented,bogura
bogura_audio_10_augmented.wav,bogura augmented,bogura
bogura_audio_11_augmented.wav,bogura augmented,bogura
bogura_audio_12_augmented.wav,bogura augmented,bogura
bogura_audio_13_augmented.wav,bogura augmented,bogura
bogura_audio_14_augmented.wav,bogura augmented,bogura
bogura_audio_15_augmented.wav,bogura augmented,bogura
bogura_audio_16_augmented.wav,bogura augmented,bogura
bogura_audio_17_augmented.wav,bogura augmented,bogura
bogura_audio_18_augmented.wav,bogura augmented,bogura
bogura_audio_19_augmented.wav,bogura augmented,bogura
bogura_audio_20_augmented.wav,bogura augmented,bogura
bogura_audio_21_augmented.wav,bogura augmented,bogura
bogura_audio_22_augmented.wav,bogura augmented,bogura
bogura_audio_23_augmented.wav,bogura augmented,bogura
bogura_audio_24_augmented.wav,bogura augmented,bogura
bogura_audio_25_augmented.wav,bogura augmented,bogura
bogura_audio_26_augmented.wav,bogura augmented,bogura
bogura_audio_27_augmented.wav,bogura augmented,bogura
bogura_audio_28_augmented.wav,bogura augmented,bogura
bogura_audio_29_augmented.wav,bogura augmented,bogura
bogura_audio_30_augmented.wav,bogura augmented,bogura
bogura_audio_31_augmented.wav,bogura augmented,bogura
bogura_audio_32_augmented.wav,bogura augmented,bogura
bogura_audio_33_augmented.wav,bogura augmented,bogura
bogura_audio_34_augmented.wav,bogura augmented,bogura
bogura_audio_35_augmented.wav,bogura augmented,bogura
bogura_audio_36_augmented.wav,bogura augmented,bogura
bogura_audio_37_augmented.wav,bogura augmented,bogura
bogura_audio_38_augmented.wav,bogura augmented,bogura
bogura_audio_39_augmented.wav,bogura augmented,bogura
bogura_audio_40_augmented.wav,bogura augmented,bogura
bogura_audio_41_augmented.wav,bogura augmented,bogura
bogura_audio_42_augmented.wav,bogura augmented,bogura
bogura_audio_43_augmented.wav,bogura augmented,bogura
bogura_audio_44_augmented.wav,bogura augmented,bogura
bogura_audio_45_augmented.wav,bogura augmented,bogura
bogura_audio_46_augmented.wav,bogura augmented,bogura
bogura_audio_47_augmented.wav,bogura augmented,bogura
bogura_audio_48_augmented.wav,bogura augmented,bogura
bogura_audio_49_augmented.wav,bogura augmented,bogura
bogura_audio_50_augmented.wav,bogura augmented,bogura
bogura_audio_51_augmented.wav,bogura augmented,bogura
bogura_audio_52_augmented.wav,bogura augmented,bogura
bogura_audio_53_augmented.wav,bogura augmented,bogura
bogura_audio_54_augmented.wav,bogura augmented,bogura
bogura_audio_55_augmented.wav,bogura augmented,bogura
bogura_audio_56_augmented.wav,bogura augmented,bogura
bogura_audio_57_augmented.wav,bogura augmented,bogura
bogura_audio_58_augmented.wav,bogura augmented,bogura
bogura_audio_59_augmented.wav,bogura augmented,bogura
bogura_audio_60_augmented.wav,bogura augmented,bogura
bogura_audio_61_augmented.wav,bogura augmented,bogura
bogura_audio_62_augmented.wav,bogura augmented,bogura
bogura_audio_63_augmented.wav,bogura augmented,bogura
bogura_audio_64_augmented.wav,bogura augmented,bogura
bogura_audio_65_augmented.wav,bogura augmented,bogura
bogura_audio_66_augmented.wav,bogura augmented,bogura
bogura_audio_67_augmented.wav,bogura augmented,bogura
bogura_audio_68_augmented.wav,bogura augmented,bogura
bogura_audio_69_augmented.wav,bogura augmented,bogura
bogura_audio_70_augmented.wav,bogura augmented,bogura
bogura_audio_71_augmented.wav,bogura augmented,bogura
bogura_audio_72_augmented.wav,bogura augmented,bogura
bogura_audio_73_augmented.wav,bogura augmented,bogura
bogura_audio_74_augmented.wav,bogura augmented,bogura
bogura_audio_75_augmented.wav,bogura augmented,bogura
bogura_audio_76_augmented.wav,bogura augmented,bogura
bogura_audio_77_augmented.wav,bogura augmented,bogura
bogura_audio_78_augmented.wav,bogura augmented,bogura
bogura_audio_79_augmented.wav,bogura augmented,bogura
bogura_audio_80_augmented.wav,bogura augmented,bogura
bogura_audio_81_augmented.wav,bogura augmented,bogura
bogura_audio_82_augmented.wav,bogura augmented,bogura
bogura_audio_83_augmented.wav,bogura augmented,bogura
bogura_audio_84_augmented.wav,bogura augmented,bogura
bogura_audio_85_augmented.wav,bogura augmented,bogura
bogura_audio_86_augmented.wav,bogura augmented,bogura
bogura_audio_87_augmented.wav,bogura augmented,bogura
bogura_audio_88_augmented.wav,bogura augmented,bogura
bogura_audio_89_augmented.wav,bogura augmented,bogura
bogura_audio_90_augmented.wav,bogura augmented,bogura
bogura_audio_91_augmented.wav,bogura augmented,bogura
bogura_audio_92_augmented.wav,bogura augmented,bogura
bogura_audio_93_augmented.wav,bogura augmented,bogura
bogura_audio_94_augmented.wav,bogura augmented,bogura
bogura_audio_95_augmented.wav,bogura augmented,bogura
bogura_audio_96_augmented.wav,bogura augmented,bogura
bogura_audio_97_augmented.wav,bogura augmented,bogura
bogura_audio_98_augmented.wav,bogura augmented,bogura
bogura_audio_99_augmented.wav,bogura augmented,bogura
chottgram_audio_01_augmented.wav,chottogram augmented,chottogram
chottgram_audio_02_augmented.wav,chottogram augmented,chottogram
chottgram_audio_03_augmented.wav,chottogram augmented,chottogram
chottgram_audio_04_augmented.wav,chottogram augmented,chottogram
chottgram_audio_05_augmented.wav,chottogram augmented,chottogram
chottgram_audio_06_augmented.wav,chottogram augmented,chottogram
chottgram_audio_07_augmented.wav,chottogram augmented,chottogram
chottgram_audio_08_augmented.wav,chottogram augmented,chottogram
chottgram_audio_09_augmented.wav,chottogram augmented,chottogram
chottgram_audio_100_augmented.wav,chottogram augmented,chottogram
chottgram_audio_101_augmented.wav,chottogram augmented,chottogram
chottgram_audio_102_augmented.wav,chottogram augmented,chottogram
chottgram_audio_103_augmented.wav,chottogram augmented,chottogram
chottgram_audio_104_augmented.wav,chottogram augmented,chottogram
chottgram_audio_105_augmented.wav,chottogram augmented,chottogram
chottgram_audio_106_augmented.wav,chottogram augmented,chottogram
chottgram_audio_107_augmented.wav,chottogram augmented,chottogram
chottgram_audio_108_augmented.wav,chottogram augmented,chottogram
chottgram_audio_109_augmented.wav,chottogram augmented,chottogram
chottgram_audio_10_augmented.wav,chottogram augmented,chottogram
chottgram_audio_110_augmented.wav,chottogram augmented,chottogram
chottgram_audio_111_augmented.wav,chottogram augmented,chottogram
chottgram_audio_112_augmented.wav,chottogram augmented,chottogram
chottgram_audio_113_augmented.wav,chottogram augmented,chottogram
chottgram_audio_114_augmented.wav,chottogram augmented,chottogram
chottgram_audio_115_augmented.wav,chottogram augmented,chottogram
chottgram_audio_116_augmented.wav,chottogram augmented,chottogram
chottgram_audio_117_augmented.wav,chottogram augmented,chottogram
chottgram_audio_118_augmented.wav,chottogram augmented,chottogram
chottgram_audio_119_augmented.wav,chottogram augmented,chottogram
chottgram_audio_11_augmented.wav,chottogram augmented,chottogram
chottgram_audio_120_augmented.wav,chottogram augmented,chottogram
chottgram_audio_121_augmented.wav,chottogram augmented,chottogram
chottgram_audio_122_augmented.wav,chottogram augmented,chottogram
chottgram_audio_123_augmented.wav,chottogram augmented,chottogram
chottgram_audio_124_augmented.wav,chottogram augmented,chottogram
chottgram_audio_125_augmented.wav,chottogram augmented,chottogram
chottgram_audio_126_augmented.wav,chottogram augmented,chottogram
chottgram_audio_127_augmented.wav,chottogram augmented,chottogram
chottgram_audio_128_augmented.wav,chottogram augmented,chottogram
chottgram_audio_129_augmented.wav,chottogram augmented,chottogram
chottgram_audio_12_augmented.wav,chottogram augmented,chottogram
chottgram_audio_130_augmented.wav,chottogram augmented,chottogram
chottgram_audio_131_augmented.wav,chottogram augmented,chottogram
chottgram_audio_132_augmented.wav,chottogram augmented,chottogram
chottgram_audio_133_augmented.wav,chottogram augmented,chottogram
chottgram_audio_134_augmented.wav,chottogram augmented,chottogram
chottgram_audio_135_augmented.wav,chottogram augmented,chottogram
chottgram_audio_136_augmented.wav,chottogram augmented,chottogram
chottgram_audio_137_augmented.wav,chottogram augmented,chottogram
chottgram_audio_138_augmented.wav,chottogram augmented,chottogram
chottgram_audio_139_augmented.wav,chottogram augmented,chottogram
chottgram_audio_13_augmented.wav,chottogram augmented,chottogram
chottgram_audio_140_augmented.wav,chottogram augmented,chottogram
chottgram_audio_141_augmented.wav,chottogram augmented,chottogram
chottgram_audio_142_augmented.wav,chottogram augmented,chottogram
chottgram_audio_143_augmented.wav,chottogram augmented,chottogram
chottgram_audio_144_augmented.wav,chottogram augmented,chottogram
chottgram_audio_145_augmented.wav,chottogram augmented,chottogram
chottgram_audio_146_augmented.wav,chottogram augmented,chottogram
chottgram_audio_147_augmented.wav,chottogram augmented,chottogram
chottgram_audio_148_augmented.wav,chottogram augmented,chottogram
chottgram_audio_149_augmented.wav,chottogram augmented,chottogram
chottgram_audio_14_augmented.wav,chottogram augmented,chottogram
chottgram_audio_150_augmented.wav,chottogram augmented,chottogram
chottgram_audio_151_augmented.wav,chottogram augmented,chottogram
chottgram_audio_152_augmented.wav,chottogram augmented,chottogram
chottgram_audio_153_augmented.wav,chottogram augmented,chottogram
chottgram_audio_154_augmented.wav,chottogram augmented,chottogram
chottgram_audio_155_augmented.wav,chottogram augmented,chottogram
chottgram_audio_156_augmented.wav,chottogram augmented,chottogram
chottgram_audio_157_augmented.wav,chottogram augmented,chottogram
chottgram_audio_158_augmented.wav,chottogram augmented,chottogram
chottgram_audio_159_augmented.wav,chottogram augmented,chottogram
chottgram_audio_15_augmented.wav,chottogram augmented,chottogram
chottgram_audio_160_augmented.wav,chottogram augmented,chottogram
chottgram_audio_161_augmented.wav,chottogram augmented,chottogram
chottgram_audio_162_augmented.wav,chottogram augmented,chottogram
chottgram_audio_163_augmented.wav,chottogram augmented,chottogram
chottgram_audio_164_augmented.wav,chottogram augmented,chottogram
chottgram_audio_165_augmented.wav,chottogram augmented,chottogram
chottgram_audio_166_augmented.wav,chottogram augmented,chottogram
chottgram_audio_167_augmented.wav,chottogram augmented,chottogram
chottgram_audio_168_augmented.wav,chottogram augmented,chottogram
chottgram_audio_169_augmented.wav,chottogram augmented,chottogram
chottgram_audio_16_augmented.wav,chottogram augmented,chottogram
chottgram_audio_170_augmented.wav,chottogram augmented,chottogram
chottgram_audio_171_augmented.wav,chottogram augmented,chottogram
chottgram_audio_172_augmented.wav,chottogram augmented,chottogram
chottgram_audio_173_augmented.wav,chottogram augmented,chottogram
chottgram_audio_174_augmented.wav,chottogram augmented,chottogram
chottgram_audio_175_augmented.wav,chottogram augmented,chottogram
chottgram_audio_176_augmented.wav,chottogram augmented,chottogram
chottgram_audio_177_augmented.wav,chottogram augmented,chottogram
chottgram_audio_178_augmented.wav,chottogram augmented,chottogram
chottgram_audio_179_augmented.wav,chottogram augmented,chottogram
chottgram_audio_17_augmented.wav,chottogram augmented,chottogram
chottgram_audio_180_augmented.wav,chottogram augmented,chottogram
chottgram_audio_181_augmented.wav,chottogram augmented,chottogram
chottgram_audio_182_augmented.wav,chottogram augmented,chottogram
chottgram_audio_183_augmented.wav,chottogram augmented,chottogram
chottgram_audio_184_augmented.wav,chottogram augmented,chottogram
chottgram_audio_185_augmented.wav,chottogram augmented,chottogram
chottgram_audio_186_augmented.wav,chottogram augmented,chottogram
chottgram_audio_187_augmented.wav,chottogram augmented,chottogram
chottgram_audio_188_augmented.wav,chottogram augmented,chottogram
chottgram_audio_189_augmented.wav,chottogram augmented,chottogram
chottgram_audio_18_augmented.wav,chottogram augmented,chottogram
chottgram_audio_190_augmented.wav,chottogram augmented,chottogram
chottgram_audio_191_augmented.wav,chottogram augmented,chottogram
chottgram_audio_192_augmented.wav,chottogram augmented,chottogram
chottgram_audio_193_augmented.wav,chottogram augmented,chottogram
chottgram_audio_194_augmented.wav,chottogram augmented,chottogram
chottgram_audio_195_augmented.wav,chottogram augmented,chottogram
chottgram_audio_196_augmented.wav,chottogram augmented,chottogram
chottgram_audio_197_augmented.wav,chottogram augmented,chottogram
chottgram_audio_198_augmented.wav,chottogram augmented,chottogram
chottgram_audio_199_augmented.wav,chottogram augmented,chottogram
chottgram_audio_19_augmented.wav,chottogram augmented,chottogram
chottgram_audio_200_augmented.wav,chottogram augmented,chottogram
chottgram_audio_201_augmented.wav,chottogram augmented,chottogram
chottgram_audio_202_augmented.wav,chottogram augmented,chottogram
chottgram_audio_203_augmented.wav,chottogram augmented,chottogram
chottgram_audio_204_augmented.wav,chottogram augmented,chottogram
chottgram_audio_205_augmented.wav,chottogram augmented,chottogram
chottgram_audio_206_augmented.wav,chottogram augmented,chottogram
chottgram_audio_207_augmented.wav,chottogram augmented,chottogram
chottgram_audio_208_augmented.wav,chottogram augmented,chottogram
chottgram_audio_209_augmented.wav,chottogram augmented,chottogram
chottgram_audio_20_augmented.wav,chottogram augmented,chottogram
chottgram_audio_210_augmented.wav,chottogram augmented,chottogram
chottgram_audio_211_augmented.wav,chottogram augmented,chottogram
chottgram_audio_212_augmented.wav,chottogram augmented,chottogram
chottgram_audio_213_augmented.wav,chottogram augmented,chottogram
chottgram_audio_214_augmented.wav,chottogram augmented,chottogram
chottgram_audio_215_augmented.wav,chottogram augmented,chottogram
chottgram_audio_216_augmented.wav,chottogram augmented,chottogram
chottgram_audio_21_augmented.wav,chottogram augmented,chottogram
chottgram_audio_22_augmented.wav,chottogram augmented,chottogram
chottgram_audio_23_augmented.wav,chottogram augmented,chottogram
chottgram_audio_24_augmented.wav,chottogram augmented,chottogram
chottgram_audio_25_augmented.wav,chottogram augmented,chottogram
chottgram_audio_26_augmented.wav,chottogram augmented,chottogram
chottgram_audio_27_augmented.wav,chottogram augmented,chottogram
chottgram_audio_28_augmented.wav,chottogram augmented,chottogram
chottgram_audio_29_augmented.wav,chottogram augmented,chottogram
chottgram_audio_30_augmented.wav,chottogram augmented,chottogram
chottgram_audio_31_augmented.wav,chottogram augmented,chottogram
chottgram_audio_32_augmented.wav,chottogram augmented,chottogram
chottgram_audio_33_augmented.wav,chottogram augmented,chottogram
chottgram_audio_34_augmented.wav,chottogram augmented,chottogram
chottgram_audio_35_augmented.wav,chottogram augmented,chottogram
chottgram_audio_36_augmented.wav,chottogram augmented,chottogram
chottgram_audio_37_augmented.wav,chottogram augmented,chottogram
chottgram_audio_38_augmented.wav,chottogram augmented,chottogram
chottgram_audio_39_augmented.wav,chottogram augmented,chottogram
chottgram_audio_40_augmented.wav,chottogram augmented,chottogram
chottgram_audio_41_augmented.wav,chottogram augmented,chottogram
chottgram_audio_42_augmented.wav,chottogram augmented,chottogram
chottgram_audio_43_augmented.wav,chottogram augmented,chottogram
chottgram_audio_44_augmented.wav,chottogram augmented,chottogram
chottgram_audio_45_augmented.wav,chottogram augmented,chottogram
chottgram_audio_46_augmented.wav,chottogram augmented,chottogram
chottgram_audio_47_augmented.wav,chottogram augmented,chottogram
chottgram_audio_48_augmented.wav,chottogram augmented,chottogram
chottgram_audio_49_augmented.wav,chottogram augmented,chottogram
chottgram_audio_50_augmented.wav,chottogram augmented,chottogram
chottgram_audio_51_augmented.wav,chottogram augmented,chottogram
chottgram_audio_52_augmented.wav,chottogram augmented,chottogram
chottgram_audio_53_augmented.wav,chottogram augmented,chottogram
chottgram_audio_54_augmented.wav,chottogram augmented,chottogram
chottgram_audio_55_augmented.wav,chottogram augmented,chottogram
chottgram_audio_56_augmented.wav,chottogram augmented,chottogram
chottgram_audio_57_augmented.wav,chottogram augmented,chottogram
chottgram_audio_58_augmented.wav,chottogram augmented,chottogram
chottgram_audio_59_augmented.wav,chottogram augmented,chottogram
chottgram_audio_60_augmented.wav,chottogram augmented,chottogram
chottgram_audio_61_augmented.wav,chottogram augmented,chottogram
chottgram_audio_62_augmented.wav,chottogram augmented,chottogram
chottgram_audio_63_augmented.wav,chottogram augmented,chottogram
chottgram_audio_64_augmented.wav,chottogram augmented,chottogram
chottgram_audio_65_augmented.wav,chottogram augmented,chottogram
chottgram_audio_66_augmented.wav,chottogram augmented,chottogram
chottgram_audio_67_augmented.wav,chottogram augmented,chottogram
chottgram_audio_68_augmented.wav,chottogram augmented,chottogram
chottgram_audio_69_augmented.wav,chottogram augmented,chottogram
chottgram_audio_70_augmented.wav,chottogram augmented,chottogram
chottgram_audio_71_augmented.wav,chottogram augmented,chottogram
chottgram_audio_72_augmented.wav,chottogram augmented,chottogram
chottgram_audio_73_augmented.wav,chottogram augmented,chottogram
chottgram_audio_74_augmented.wav,chottogram augmented,chottogram
chottgram_audio_75_augmented.wav,chottogram augmented,chottogram
chottgram_audio_76_augmented.wav,chottogram augmented,chottogram
chottgram_audio_77_augmented.wav,chottogram augmented,chottogram
chottgram_audio_78_augmented.wav,chottogram augmented,chottogram
chottgram_audio_79_augmented.wav,chottogram augmented,chottogram
chottgram_audio_80_augmented.wav,chottogram augmented,chottogram
chottgram_audio_81_augmented.wav,chottogram augmented,chottogram
chottgram_audio_82_augmented.wav,chottogram augmented,chottogram
chottgram_audio_83_augmented.wav,chottogram augmented,chottogram
chottgram_audio_84_augmented.wav,chottogram augmented,chottogram
chottgram_audio_85_augmented.wav,chottogram augmented,chottogram
chottgram_audio_86_augmented.wav,chottogram augmented,chottogram
chottgram_audio_87_augmented.wav,chottogram augmented,chottogram
chottgram_audio_88_augmented.wav,chottogram augmented,chottogram
chottgram_audio_89_augmented.wav,chottogram augmented,chottogram
chottgram_audio_90_augmented.wav,chottogram augmented,chottogram
chottgram_audio_91_augmented.wav,chottogram augmented,chottogram
chottgram_audio_92_augmented.wav,chottogram augmented,chottogram
chottgram_audio_93_augmented.wav,chottogram augmented,chottogram
chottgram_audio_94_augmented.wav,chottogram augmented,chottogram
chottgram_audio_95_augmented.wav,chottogram augmented,chottogram
chottgram_audio_96_augmented.wav,chottogram augmented,chottogram
chottgram_audio_97_augmented.wav,chottogram augmented,chottogram
chottgram_audio_98_augmented.wav,chottogram augmented,chottogram
chottgram_audio_99_augmented.wav,chottogram augmented,chottogram
kurigram_audio_01_augmented.wav,kurigram augmented,kurigram
kurigram_audio_02_augmented.wav,kurigram augmented,kurigram
kurigram_audio_03_augmented.wav,kurigram augmented,kurigram
kurigram_audio_04_augmented.wav,kurigram augmented,kurigram
kurigram_audio_05_augmented.wav,kurigram augmented,kurigram
kurigram_audio_06_augmented.wav,kurigram augmented,kurigram
kurigram_audio_07_augmented.wav,kurigram augmented,kurigram
kurigram_audio_08_augmented.wav,kurigram augmented,kurigram
kurigram_audio_09_augmented.wav,kurigram augmented,kurigram
kurigram_audio_10_augmented.wav,kurigram augmented,kurigram
kurigram_audio_11_augmented.wav,kurigram augmented,kurigram
kurigram_audio_12_augmented.wav,kurigram augmented,kurigram
kurigram_audio_13_augmented.wav,kurigram augmented,kurigram
kurigram_audio_14_augmented.wav,kurigram augmented,kurigram
kurigram_audio_15_augmented.wav,kurigram augmented,kurigram
kurigram_audio_16_augmented.wav,kurigram augmented,kurigram
kurigram_audio_17_augmented.wav,kurigram augmented,kurigram
kurigram_audio_18_augmented.wav,kurigram augmented,kurigram
kurigram_audio_19_augmented.wav,kurigram augmented,kurigram
kurigram_audio_20_augmented.wav,kurigram augmented,kurigram
kurigram_audio_21_augmented.wav,kurigram augmented,kurigram
kurigram_audio_22_augmented.wav,kurigram augmented,kurigram
kurigram_audio_23_augmented.wav,kurigram augmented,kurigram
kurigram_audio_24_augmented.wav,kurigram augmented,kurigram
kurigram_audio_25_augmented.wav,kurigram augmented,kurigram
kurigram_audio_26_augmented.wav,kurigram augmented,kurigram
kurigram_audio_27_augmented.wav,kurigram augmented,kurigram
kurigram_audio_28_augmented.wav,kurigram augmented,kurigram
kurigram_audio_29_augmented.wav,kurigram augmented,kurigram
kurigram_audio_30_augmented.wav,kurigram augmented,kurigram
kurigram_audio_31_augmented.wav,kurigram augmented,kurigram
kurigram_audio_32_augmented.wav,kurigram augmented,kurigram
kurigram_audio_33_augmented.wav,kurigram augmented,kurigram
kurigram_audio_34_augmented.wav,kurigram augmented,kurigram
kurigram_audio_35_augmented.wav,kurigram augmented,kurigram
kurigram_audio_36_augmented.wav,kurigram augmented,kurigram
kurigram_audio_37_augmented.wav,kurigram augmented,kurigram
kurigram_audio_38_augmented.wav,kurigram augmented,kurigram
kurigram_audio_39_augmented.wav,kurigram augmented,kurigram
kurigram_audio_40_augmented.wav,kurigram augmented,kurigram
kurigram_audio_41_augmented.wav,kurigram augmented,kurigram
kurigram_audio_42_augmented.wav,kurigram augmented,kurigram
kurigram_audio_43_augmented.wav,kurigram augmented,kurigram
kurigram_audio_44_augmented.wav,kurigram augmented,kurigram
kurigram_audio_45_augmented.wav,kurigram augmented,kurigram
kurigram_audio_46_augmented.wav,kurigram augmented,kurigram
kurigram_audio_47_augmented.wav,kurigram augmented,kurigram
kurigram_audio_48_augmented.wav,kurigram augmented,kurigram
kurigram_audio_49_augmented.wav,kurigram augmented,kurigram
kurigram_audio_50_augmented.wav,kurigram augmented,kurigram
kurigram_audio_51_augmented.wav,kurigram augmented,kurigram
kurigram_audio_52_augmented.wav,kurigram augmented,kurigram
kurigram_audio_53_augmented.wav,kurigram augmented,kurigram
kurigram_audio_54_augmented.wav,kurigram augmented,kurigram
kurigram_audio_55_augmented.wav,kurigram augmented,kurigram
kurigram_audio_56_augmented.wav,kurigram augmented,kurigram
kurigram_audio_57_augmented.wav,kurigram augmented,kurigram
